"","user_name","user_location","user_description","user_created","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","source","is_retweet"
"340","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #australia 
Covid 19 c...
https://t.co/8rMoA4MrJK","['CoronaInfoCH', 'COVID19', 'corona', 'australia']","FS Poster",FALSE
"341","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
Demon Sperm Doc’s Old Colleagues Warn of Horrible Side Effects of Chloroquine,… https://t.co/BHwblLKyEH","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"342","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
A Deadly Shark Attack, Fights with Neighbors, and Fast-Approaching Fall—Can Mai… https://t.co/cKVpVeGurq","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"343","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
Morgues Are Overflowing in Mississippi and Coroners Are Terrified, The Daily Be… https://t.co/nwD12N5Ht5","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"344","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
How has the layout of Halas Hall changed? And what will be different at practic… https://t.co/zJS6dPWgzs","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"345","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
Column: Commissioner’s reported threat to shut down the season amid the COVID-1… https://t.co/yCC4B7s4Fy","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"346","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
Debate begins for who's first in line for COVID-19 vaccine - The Associated Pre… https://t.co/CIxUo6jkGK","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"347","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #us 
Pac-12 football players urge opt-out amid COVID-19 concerns, Associated Press… https://t.co/3Q6JwAfHaD","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"348","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #ireland 
Virus surges in Chinese region hit by abuse allegations, RTE… https://t.co/UuikvBX2zk","['CoronaInfoCH', 'COVID19', 'corona', 'ireland']","FS Poster",FALSE
"349","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #ireland 
Virus surges in Chinese region hit by abuse allegations, RTE… https://t.co/smC1dgchtd","['CoronaInfoCH', 'COVID19', 'corona', 'ireland']","FS Poster",FALSE
"350","Ani Shakarishvili,MD","CH","W/@UNAIDS,formerly @CDCgov& @EmoryMedicine, physician,#globalhealth #publichealth #epidemiology #HIV #STI #SRH #SRHR #globaldev. Love #art.Views&tweets my own","2014-05-17 20:59:28",5298,2379,12048,FALSE,2020-08-02,"","","",NA
"351","Sravanth K Hindupur","CH","Principal Scientist @Novartis Oncology | Interested in ","",NA,NA,NA,NA,NA,"","","",NA
"352","luviniranasinghe","CH","Humanitarian Communicator, strong believer of compassion, kindness and awareness, mother of two....","2012-03-03 13:20:14",270,636,1224,FALSE,2020-08-02,"The Covid-19 pandemic demonstrates that we should be prepared for a new order of crises and an era in which large-s… https://t.co/4XFdFNYwJ2","","Twitter for iPhone",FALSE
"353","Dr. Melvin Sanicas 🩺🔬","CH","Physician Scientist FRSPH FRSA • ","",NA,NA,NA,NA,NA,"","","",NA
"354","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #india 
Himachal Pradesh Hotel Owners’ Dilemma In Covid Pandemic: To Reopen Or Not,… https://t.co/Ar0zAeWrjI","['CoronaInfoCH', 'COVID19', 'corona', 'india']","FS Poster",FALSE
"355","World Economic Forum","CH","The international organization for public private cooperation. ","",NA,NA,NA,NA,NA,"","","",NA
"356","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #ireland 
Concern over virus clusters at direct provision centres, RTE… https://t.co/LRo4spkES0","['CoronaInfoCH', 'COVID19', 'corona', 'ireland']","FS Poster",FALSE
"357","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #ireland 
Parents expect longer wait for 3-year-old's new heart, RTE… https://t.co/nwviIKQJzW","['CoronaInfoCH', 'COVID19', 'corona', 'ireland']","FS Poster",FALSE
"358","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #coronavirusapp 
Melbourne researchers develop tracing app alternative to COVIDSafe,… https://t.co/NpmJSVcqbf","['CoronaInfoCH', 'COVID19', 'corona', 'coronavirusapp']","FS Poster",FALSE
"359","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",361,1885,149,FALSE,2020-08-02,"#CoronaInfoCH #COVID19 #corona #coronavirusvaccine 
The Week Ahead In Biotech: Novavax Coronavirus Vaccine Readout,… https://t.co/B7rCjjt5f2","['CoronaInfoCH', 'COVID19', 'corona', 'coronavirusvaccine']","FS Poster",FALSE
"360","Carol","CH","Freelance Musician/Vocalist/Composer/Songwriter/Performer/Artist/Human Rights Activist/Traveler ... ","",NA,NA,NA,NA,NA,"","","",NA
"361","UNAIDS","CH","UNAIDS leads & inspires the world to achieve zero new #HIV infections, #zerodiscrimination and zero #AIDS-related deaths. Executive Director: @Winnie_Byanyima","2009-01-19 08:43:40",267534,1843,3825,TRUE,2020-08-02,"Lessons from HIV for an effective, community-led response to #COVID19.

1. Communities are central
2. No stigma and… https://t.co/62zKuiNltO","['COVID19']","Twitter for Advertisers",FALSE
"362","Serena Tinari","CH","investigative researcher :: co-founder @RecheckHealth 
Evidence-Based Medicine #EBM
#digsec #JournalistsSpeakUpForAssange 
GPG fingerprint: https://t.co/ERhJoPmLJN","2009-11-24 15:29:34",2114,2088,3243,FALSE,2020-08-02,"One more amazing pandemic investigation by @deb_cohen for @BBCNewsnight Her asking the right questions on… https://t.co/x4xy1f0jVE","","Twitter Web App",FALSE
"363","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"21/21. Australia reported 377 new #COVID19 cases on Aug 02 (1.5/100K pop), growth rate 3%. With 520-&gt;610 new cases/… https://t.co/aos533ub5x","['COVID19']","Twitter Web App",FALSE
"364","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"20/21. Peru reported 7,448 new #COVID19 cases on Aug 02 (23/100K pop), growth rate 1.6%. With 6,900-&gt;7,700 new case… https://t.co/ZgDSCRyvcP","['COVID19']","Twitter Web App",FALSE
"365","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"19/21. Chile reported 1,991 new #COVID19 cases on Aug 02 (11/100,000 pop), growth rate 0.6%. With 2,000 new cases/d… https://t.co/iB722dfP7K","['COVID19']","Twitter Web App",FALSE
"366","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"18/21. Brazil reported 45,392 new #COVID19 cases on Aug 02 (22/100,000 pop), growth rate 1.9%. With 50,000-&gt;53,000… https://t.co/pGtF1GEDxH","['COVID19']","Twitter Web App",FALSE
"367","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"17/21. Mexico reported 9,556 new #COVID19 cases on Aug 02 (7.5/100K pop), growth rate 1.8%. With 7,500-&gt;7,900 new c… https://t.co/onNRIauBj8","['COVID19']","Twitter Web App",FALSE
"368","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"16/21. Canada reported 287 new #COVID19 cases on Aug 02 (0.8/100,000 pop), growth rate 0.3%. With 400-&gt;380 new case… https://t.co/FZxxASBQmW","['COVID19']","Twitter Web App",FALSE
"369","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"15/21. The USA reported 58,407 new #COVID19 cases on Aug 02 (18/100K pop), growth rate 1.4%. 64K-&gt;63,000 new cases/… https://t.co/RXqW2rmZIe","['COVID19']","Twitter Web App",FALSE
"370","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"14/21. Russia reported 5,462 new #COVID19 cases on Aug 02 (3.7/100,000 pop), growth rate 0.7%. With 5,400-&gt;5,200 ne… https://t.co/G7266XbN1z","['COVID19']","Twitter Web App",FALSE
"371","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"13/21. South Africa reported 10,107 new #COVID19 cases on Aug 02 (17/100,000 pop), growth rate 2.1%. With 9,900-&gt;9,… https://t.co/MXI9JUC35D","['COVID19']","Twitter Web App",FALSE
"372","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"12/21. India reported 54,735 new #COVID19 cases on Aug 02 (4/100,000 pop), growth rate 3.3%. With 56,600-&gt;64,300 ne… https://t.co/l7pmYnX8CR","['COVID19']","Twitter Web App",FALSE
"373","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"11/21. Iran reported 2,548 new #COVID19 cases on Aug 02 (3.1/100,000 pop), growth rate 0.9%. With 2,600 new cases/d… https://t.co/4OkMZe3ERk","['COVID19']","Twitter Web App",FALSE
"374","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"10/21. Saudi Arabia reported 1,573 new #COVID19 cases on Aug 02 (4.6/100,000 pop), growth rate 0.6%. With 1,600-&gt;1,… https://t.co/sul4AYeQz8","['COVID19']","Twitter Web App",FALSE
"375","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"9/21. Israel reported 1,313 new #COVID19 cases on Aug 02 (15/100,000 pop), growth rate 2%. With 1,300 new cases/day… https://t.co/jlZ6B0QzRd","['COVID19']","Twitter Web App",FALSE
"376","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"8/21. Turkey reported 996 new #COVID19 cases on Aug 02 (1.2/100,000 pop), growth rate 0.4%. With 980-&gt;1,000 new cas… https://t.co/wu7JT9naOU","['COVID19']","Twitter Web App",FALSE
"377","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"7/21. The United Kingdom reported 771 new #COVID19 cases on Aug 02 (1.16/100,000 pop), growth rate 0.2%. With 650 n… https://t.co/Z7QxPyrDt9","['COVID19']","Twitter Web App",FALSE
"378","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"6/21. Germany reported 240 new #COVID19 cases on Aug 02 (0.3/100,000 pop), growth rate of 0.3%. With 660-&gt;710 new c… https://t.co/mjXnr5z49W","['COVID19']","Twitter Web App",FALSE
"379","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"5/21. Portugal reported 238 new #COVID19 cases on Aug 02 (2.3/100,000 pop), growth rate 0.4%. With 200 new cases/da… https://t.co/LM6hpfCR9l","['COVID19']","Twitter Web App",FALSE
"380","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"4/21. Greece reported 110 new #COVID19 cases on Aug 02 (1.03/100,000 pop), daily growth rate 0.6%. With 85-&gt;120 new… https://t.co/HpIzyndq6C","['COVID19']","Twitter Web App",FALSE
"381","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"3/21. Italy reported 295 new #COVID19 cases on Aug 02 (0.49/100,000 pop), daily growth rate 0.1%. With 310-370 new… https://t.co/6Cop88jHft","['COVID19']","Twitter Web App",FALSE
"382","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"2/21. Switzerland reported 342 new #COVID19 cases on Aug 02 (4/100K pop), growth rate 0.6%. With 205-280 new cases/… https://t.co/TE9zVEHG2Z","['COVID19']","Twitter Web App",FALSE
"383","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10210,452,4865,FALSE,2020-08-02,"1/21. Aug 03 to Aug 09 - ","","",NA
"384","UN Geneva","CH","Official account of the United Nations Office at Geneva (UNOG)
En français: https://t.co/Ocg3M4d43o
https://t.co/QTFi68voix 
https://t.co/inf8Qc1HUH 
https://t.co/5ezfbQu3jY","2010-07-08 12:55:16",531062,1662,18870,TRUE,2020-08-02,"Every 3 months of ","","",NA
"385","Bente Mikkelsen","CH","Director of @WHO’s Department for #NCDs. Proud to work @WHO on #NextGenNCD agenda to #BuildBackBetter beyond recovery, towards #HLM4 in 2025. Tweets are my own.","2011-01-30 19:33:47",3363,543,1831,FALSE,2020-08-02,"Tackling the inequality pandemic: #COVID19 has laid bare risks ignored for decades, i.e. health systems unable to m… https://t.co/6Eg13HXx0S","['COVID19']","Twitter Web App",FALSE
"386","Despina Anastasiou","CH","Ph.D. Chemist, Wife & Mother, @DowNewsroom #Sustainability, #Inclusion #Infrastructure #Mobility #MobilityScience #STEM, #DowStrong #SeekTogether","2012-11-23 07:03:36",449,631,10653,FALSE,2020-08-04,"US - ""Back to school, not back to Normal"".  A very difficult decision for many parents - strength to you and all.… https://t.co/faCJFBQ6GL","","Twitter Web App",FALSE
"387","Fabian Schmid","CH","why not change the world? / entrepreneur / art collector @soonswitzerland / ","",NA,NA,NA,NA,NA,"","","",NA
"388","UN Geneva","CH","Official account of the United Nations Office at Geneva (UNOG)
En français: https://t.co/Ocg3M4d43o
https://t.co/QTFi68voix 
https://t.co/inf8Qc1HUH 
https://t.co/5ezfbQu3jY","2010-07-08 12:55:16",531118,1662,18870,TRUE,2020-08-04,"𝑰𝒕’𝒔 𝒏𝒆𝒗𝒆𝒓 𝒕𝒐𝒐 𝒍𝒂𝒕𝒆 𝒕𝒐 𝒕𝒖𝒓𝒏 𝒕𝒉𝒊𝒔 𝒑𝒂𝒏𝒅𝒆𝒎𝒊𝒄 𝒂𝒓𝒐𝒖𝒏𝒅.

𝑰𝒇 𝒘𝒆 𝒂𝒄𝒕 𝒕𝒐𝒈𝒆𝒕𝒉𝒆𝒓 𝒕𝒐𝒅𝒂𝒚, 𝒘𝒆 𝒄𝒂𝒏 𝒔𝒂𝒗𝒆 𝒍𝒊𝒗𝒆𝒔, 𝒘𝒆 𝒄𝒂𝒏 𝒔𝒂𝒗𝒆 𝒍𝒊𝒗𝒆𝒍𝒊𝒉… https://t.co/uECz7po5Uj","","TweetDeck",FALSE
"389","Dr Emma Hodcroft","CH","Die Virenjägerin! ☣️🏹🧬
Co-developer of @nextstrain at @biozentrum @UniBas!
Using programming & phylogenetics, I study & track viruses. I like airplanes & cats","2009-03-07 22:23:37",21455,461,9339,TRUE,2020-08-04,"""The government is acting sooner, but not acting as hard.""
A brilliant explanation of differences in approach &amp; num… https://t.co/D8npv4lhH6","","Twitter for Android",FALSE
"390","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #canada 
Marlins' Jeter blames outbreak on 'fa...
https://t.co/FGrbw8vFAQ","['CoronaInfoCH', 'COVID19', 'corona', 'canada']","FS Poster",FALSE
"391","Global Governance Centre","CH","Innovative research and dialogue on global governance @IHEID

Blog: https://t.co/XJVZqyhDHE","2017-12-18 09:57:22",1369,1287,639,FALSE,2020-08-04,"""The #COVID19 crisis demonstrates that the @WHO and injured states have limited recourse against non-transparent un… https://t.co/ZxcXmLla9J","['COVID19']","Twitter Web App",FALSE
"392","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #us 
Welcome to the real world, Mr. President, CNN
https://t.co/xWoeYvuVfj...
https://t.co/sWB6Q4hfYy","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"393","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #us 
Mitch McConnell's warped priorities, CNN
https://t.co/TaD2mHaXJ3...
https://t.co/Q6HtzJHqQB","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"394","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #us 
Miami Marlins' outbreak pushes MLB to postpone two games...
https://t.co/eFQsLJWQGy","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"395","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #us 
Teacher unions across the US say they&amp;#39;re &amp;#39;extremely fearful&amp;#39; about… https://t.co/i2ngGkbEL2","['CoronaInfoCH', 'COVID19', 'corona', 'us']","FS Poster",FALSE
"396","Nuno Luciano","CH","Earth is My Homeland, 

Humanity is My Family!
—
Adult Educator,
Multimedia Producer,
Project Manager Lab R&D","2009-06-07 22:18:32",350,580,1926,FALSE,2020-08-04,"/////////////////////////// — Family Ties

Parents now spend twice as much time with their children as 50 years ago… https://t.co/bMcdmphXVI","","Twitter Web App",FALSE
"397","Tedros Adhanom Ghebreyesus","CH","Director-General of the World Health Organization","2010-09-12 13:09:27",1251441,918,8794,TRUE,2020-08-04,".@WHO welcomes @UN Economic and Social Council resolution to prevent and ","","",NA
"398","Read More:… https://t.co/ANDuNwL2Hd,,TweetDeck,False
Emanuele Capobianco,Geneva","CH"," International Federation of ","",NA,NA,NA,NA,NA,"","","",NA
"399","The Global Fund","CH","Official Twitter account of The Global Fund to Fight AIDS, Tuberculosis and Malaria.  https://t.co/INKTEO11SB","2009-04-24 09:43:53",223828,3737,1673,TRUE,2020-08-04,"Deeply insightful piece by @apoorva_nyc: Until this year, TB, HIV &amp; malaria were on the run. Yet now, as #COVID19 s… https://t.co/KxmT0R180e","['COVID19']","Hootsuite Inc.",FALSE
"400","Shailly Gupta","CH","Communications Advisor @ MSF Access Campaign. Closely follow IP and pro-access news. Personal twitter achievement: blocked by @Gileadsciences","2011-05-23 12:04:03",1732,1216,9629,FALSE,2020-08-04,"Totally practicing for boarding Delhi Metro/buses during peak hours in post ","","",NA
"401","Joung-ah Ghedini-Williams","CH","Fierce advocate of the world’s displaced & stateless. Head of Global Communications at #UNHCR, the UN @Refugees Agency 🇰🇷🇺🇸🇮🇹🇺🇳Storyteller & Proud Mama","2015-09-21 15:18:11",1998,312,1336,TRUE,2020-08-04,"The ","","",NA
"402","World Economic Forum","CH","The international organization for public private cooperation. ","",NA,NA,NA,NA,NA,"","","",NA
"403","Urs Reich","CH","Tweets are in a personal capacity only and may not reflect the opinion of SIX Group or its affiliates.","2009-04-03 10:02:17",233,555,304,FALSE,2020-08-04,"In Switzerland all shops were closed for almost two months due to #Covid19. The project ""Monitoring Consumption Swi… https://t.co/tbmALrTPVx","['Covid19']","Hootsuite Inc.",FALSE
"404","Deloitte Switzerland","CH","Follow us for our latest news and thought leadership.  Tweeting in EN/DE/FR.","2017-06-27 14:37:25",3434,461,560,FALSE,2020-08-04,"What did we learn about accelerating ","","",NA
"405","EULAR | The European League Against Rheumatism","CH","Representing the patient, health professionals and scientific societies of #Rheumatology of all European nations. #FightingRMDsTogether #EULAR2020goesvirtual","2011-03-28 13:24:53",13381,1611,3097,FALSE,2020-08-04,"🌍 LAST CALL for projects using data from both the ","","",NA
"406","PM","CH","A different eye on the world - ","",NA,NA,NA,NA,NA,"","","",NA
"407","Antoine FLAHAULT","CH","Prof, MD, PhD, Dir. of the Institute of Global Health at the University of Geneva, and Deputy Dir. of the Swiss School of PH, Zürich - Tweets express my views","2010-01-30 09:17:50",10251,453,4878,FALSE,2020-08-04,"@itosettiMD_MBA But aren’t conclusions of this paper opposite way?“With effective case-contact testing and epid man… https://t.co/737Z5aOXt9","","Twitter for iPhone",FALSE
"408","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #india 
Who’s been infected?, The Hindu
https://t.co/PRll7cbx6r...
https://t.co/6E80T63BVp","['CoronaInfoCH', 'COVID19', 'corona', 'india']","FS Poster",FALSE
"409","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #uk 
Coronavirus: How are pubs keeping customers safe?, BBC News...
https://t.co/3i7SIX1iDm","['CoronaInfoCH', 'COVID19', 'corona', 'uk']","FS Poster",FALSE
"410","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #uk 
Coronavirus symptoms: What are they and how ...
https://t.co/ZNWbJMkEhe","['CoronaInfoCH', 'COVID19', 'corona', 'uk']","FS Poster",FALSE
"411","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #uk 
Coronavirus: How the travel downturn...
https://t.co/5Jyp0c22CE","['CoronaInfoCH', 'COVID19', 'corona', 'uk']","FS Poster",FALSE
"412","World Economic Forum","CH","The international organization for public private cooperation. ","",NA,NA,NA,NA,NA,"","","",NA
"413","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #uk 
Coronavirus: Eight ways life in the UK has changed, BBC N...
https://t.co/G6HaoGo25p","['CoronaInfoCH', 'COVID19', 'corona', 'uk']","FS Poster",FALSE
"414","Pamela UGAZ, PhD","CH","Highly motivated professional with 15 years of experience in advising governments and businesses on #trade policy, #tradefacilitation, #Customs & #WTO law","2014-06-21 23:28:17",590,305,994,FALSE,2020-08-04,"COMESA Secretariat has developed a draft ","","",NA
"415","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #coronavirusapp 
5 things to ...
https://t.co/6MVpnVuG8R","['CoronaInfoCH', 'COVID19', 'corona', 'coronavirusapp']","FS Poster",FALSE
"416","covidnews.ch","CH","Coronavirus Statistics, Information & News","2020-03-21 16:13:52",360,1890,149,FALSE,2020-08-04,"#CoronaInfoCH #COVID19 #corona #coronavirusvaccine 
A top Wall Street analyst gamed out 12 scenarios for Moderna's… https://t.co/bQz2cvGz0d","['CoronaInfoCH', 'COVID19', 'corona', 'coronavirusvaccine']","FS Poster",FALSE
"417","Peter Scherer","CH","","",NA,NA,NA,NA,NA,"","","",NA
"418","Robert Marten","CH","Work @AllianceHPSR @WHO on #HealthSystems, #PHC, #NCDs, #STAX, #PlanetaryHealth. @LSHTM PhD. Former @RockefellerFdn @WHOSierraLeone @WHO India. @CFR_org Member.","2012-03-11 20:26:18",7878,998,36928,TRUE,2020-08-04,"We must not wait idly for an elusive ","","",NA
"419","UniversalPostalUnion","CH","The UPU's official account. We're the UN specialized agency for postal services working with 192 member countries to create the postal network of the future","2010-05-07 05:47:28",8856,953,1388,TRUE,2020-08-04,"Young people ‘not invincible’ in the ","","",NA
"420","World Economic Forum","CH","The international organization for public private cooperation. ","",NA,NA,NA,NA,NA,"","","",NA
"421","Pulse Solution SA","CH","More satisfied customers & employees in each ","",NA,NA,NA,NA,NA,"","","",NA
