"","user_name","user_location","date","text"
"1250","bibbleco","UK",2020-07-27,"The real pandemic / security relationship has nothing to do with malware spread. 

It wasn't her knowledge of the f… https://t.co/Yf1uci2ZQl"
"1251","meonomous (aka rob)","UK",2020-07-27,"'fly on a wall' (27/July/20) locKDOWnbLOggerY... "
"1252","Daniel Acutt","UK",2020-07-27,"Are you doing your bit? "
"1253","scarlet monahan","UK",2020-07-27,"Alan 4 Things you must never do. https://t.co/19rWVd25Vw "
"1254","North Wales Live","UK",2020-07-27,"Those who don't comply face being fined "
"1255","Mick Ord","UK",2020-07-27,"In the latest "
"1256","John Johnstone","UK",2020-07-27,"Favourite words on #bbcbreakfast are lack of clarity.
Here is clarity if you get back from Spain you quarantine
#COVID19 #COVIDIDIOTS"
"1257","Kev a man with a machine gun wielding hedgehog","UK",2020-07-27,"Covid19 doesn’t discriminate between islands or continents....it too wants to get a tan "
"1258","Andrew Carnegie","UK",2020-07-27,"Ahead another busy week, @AirSentryUK in discussion with several countries for distribution and #NHS starting to sp… https://t.co/8knpvksqHQ"
"1259","David Eyre","UK",2020-07-27,"Lost your sense of smell or taste, think you’ve had #COVID19, but then had a negative antibody test - you may still… https://t.co/YTmfFQs9Fz"
"1260","Dunc Cameron","UK",2020-07-27,"Spent my Saturday in the lab for the first time in 4 months this weekend with my PhD student @LukeFountain8 It was… https://t.co/0TanOHtZzC"
"1261","Marc Fletcher (Fletch)","UK",2020-07-27,"New countries could go on quarantine list at short notice despite 1.8 million holidays being thrown into chaos… https://t.co/BehoN6irPY"
"1262","UNHCR United Kingdom","UK",2020-07-27,"To help prevent the spread of #Covid19, this mother is making soap so that her family and other Syrian refugees in… https://t.co/azNIlkrw5n"
"1263","diabeticandproudtype1","UK",2020-07-27,""
"1264","Pint of Beer","UK",2020-07-27,"@realDonaldTrump Why do you insist on calling "
"1265","Up_Again","UK",2020-07-27,"Update; 

Saturday Phoned 119, they said online
Sunday; tests delivered. Priority Post offices (all 5 local I’m in… https://t.co/yARWFIF2xO"
"1266","Univadis UK","UK",2020-07-27,"A survey of 157 organizations from 56 countries, representing more than 350,000 patients with cancer, indicates tha… https://t.co/BttUfU3HzZ"
"1267","Migration Centre Aus-McKkr's","UK",2020-07-27,"𝐃𝐞𝐝𝐢𝐜𝐚𝐭𝐞𝐝 𝐀𝐁𝐅 𝐏𝐨𝐫𝐭𝐚𝐥 𝐟𝐨𝐫 𝐭𝐫𝐚𝐯𝐞𝐥𝐥𝐞𝐫𝐬 𝐭𝐨 𝐚𝐧𝐝 𝐟𝐫𝐨𝐦 𝐀𝐮𝐬𝐭𝐫𝐚𝐥𝐢𝐚

Read more: 🌐 👉https://t.co/PTrjD2C5p1… https://t.co/GeFhQnZkUj"
"1268","Migration Centre Aus-McKkr's","UK",2020-07-27,"𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 𝐨𝐟𝐟𝐞𝐫𝐬 𝐬𝐮𝐩𝐩𝐨𝐫𝐭 𝐭𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐬𝐭𝐮𝐝𝐞𝐧𝐭𝐬 𝐢𝐦𝐩𝐚𝐜𝐭𝐞𝐝 𝐛𝐲 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗

Read more: 🌐 👉 https://t.co/rp9MYEYyaC… https://t.co/gfHwz2oIjQ"
"1269","Youth Action UK","UK",2020-07-27,"WASH YOUR HANDS! 
 
The virus has NOT gone away. #Wash your #hands regularly and wear a #facemask 😷 when out and ab… https://t.co/GEaAcWlwMB"
"1270","AccessCR","UK",2020-07-27,"For anyone interested in applying for Round 2 of these @MedResearchNSW grants, they are now accepting applications… https://t.co/Z5tipDKu6w"
"1271","G@ZZ 🇬🇧","UK",2020-07-27,"@GMB @Ommasalma Correct me if I'm wrong but there is the "
"1272","🕗ontheup🕟","UK",2020-07-27,"@shareGBP @kowalski79 Yep they've had a couple of 100k days recently.  Trumps nothing to see here, herd immunity, c… https://t.co/xY1ZnJ5d4n"
"1273","wayne","UK",2020-07-27,"@SkyNewsBreak Well... given how badly the "
"1274","North Wales Live","UK",2020-07-27,"All the latest figures here #Coronavirus #CoronavirusUK #CoronavirusWales #Covid19 #Covid19Uk #Covid19Wales
https://t.co/D8mRnMH8Sc"
"1275","wayne","UK",2020-07-27,"I recently quit my job as Team Leader at #Yeovil Morrisons home delivery, refusing to take part in this shambolic,… https://t.co/ak5W9vFcnw"
"1276","adetokunbo oyetunji","UK",2020-07-27,"#COVID-19 CASES IN NIGERIA NOW 40,532 #COVID19 #COVID19Nigeria https://t.co/mlds6luZtC"
"1277","TBRC","UK",2020-07-27,"The unfortunate rising number of "
"1278","Suky Spook","UK",2020-07-27,"Look, just roll up your sleeve &amp; ignore evidence like this m’kay. #COVID19 ☠️💉 https://t.co/SEmNoL7WmA"
"1279","ABD","UK",2020-07-27,"The ABD is considering legal action against L.B. of #Lewisham over road closures ‘justified’ by #COVID19. 
“In esse… https://t.co/qYflPgYYIf"
"1280","Munaf Al Sarray","UK",2020-07-27,"Our NSW CHO is on Twitter.

She deserves following.

#COVID19Aus 
#Australia 
#auspol 
#covid19australia
#COVID19 https://t.co/GeGob597wQ"
"1281","Suky Spook","UK",2020-07-27,"So they stole 6 years, £50,000 pension from me &amp; now they might increase income tax. Still, look on the bright side… https://t.co/Ds6hlP5ieY"
"1282","Bob Martin","UK",2020-07-27,"This ain't over, people 
#coronavirus #COVID19 #Ventilator #WearAMask #SecondLockdown #Karendemic
https://t.co/53MUUlxMcG"
"1283","Billy Donohoe","UK",2020-07-27,"Be Safe  when you return to work 

Going back to work  be #COVID19 secure join @unitetheunion today… https://t.co/7In77LUJda"
"1284","iPalestine NGO","UK",2020-07-27,""
"1285","Benji W 🏳️‍🌈🌹","UK",2020-07-27,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/J75CAIVibP"
"1286","Terry Chapman or FBH","UK",2020-07-27,"The way the media present stories is so tabloid. 
The impact of decisions isnt in question. It is the reason for th… https://t.co/Wlksa0sUV2"
"1287","scarlet monahan","UK",2020-07-27,"Alan 4 Things you must never do. https://t.co/19rWVd25Vw "
"1288","Greatest Hits Radio News","UK",2020-07-27,"The "
"1289","NEAS","UK",2020-07-27,"If you leave home to exercise, remember to keep a safe distance away from others and immediately wash your hands wh… https://t.co/WutlPKWP4u"
"1290","Ben Burville","UK",2020-07-27,"Some very relevant questions from @SarahOwen_ @Jeremy_Hunt @drlukeevans @GregClarkMP  to @CMO_England re #COVID19 
#SelectCommitee"
"1291","Great British Blinds","UK",2020-07-27,"I see you
https://t.co/HZJdOHWN6n

#safe #covid #iseeyou #blinds #british #covid19 https://t.co/wUlqJB8BwF"
"1292","Mercer UK","UK",2020-07-27,"How can ESG "
"1293","Dr Paul Stott","UK",2020-07-27,"A development as ridiculous as it is concerning. Given the teaching unions have had the government on the run over… https://t.co/ysW3iyon90"
"1294","Paula Marshall","UK",2020-07-27,"I used to work to the sounds of  @ClassicFM in the background 

These days it’s dulcet tones of @peppapig mixed wit… https://t.co/LSUiIMpeGN"
"1295","Nik Darlington","UK",2020-07-27,"US off-premise wine sales up 27.6% during "
"1296","Rob","UK",2020-07-27,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/HyKnVNWLff"
"1297","LP Designs  UK","UK",2020-07-27,"London calling..... #LondonAffairs #mask #WearAMask #COVID19 #coronavirus #london 
https://t.co/FHO4cQw6JM… https://t.co/AJy8oFWKcz"
"1298","@Physichealth","UK",2020-07-27,"@caroline_pbo @xandvt @DoctorChrisVT Sorry to hear that @xandvt has been so unwell, and here’s hoping for a quick a… https://t.co/J8VRaezbJA"
"1299","Pulsus Conferences","UK",2020-07-27,"4th World Congress on Women's Health and Midwifery
September 14-15, 2020 | Dubai, UAE

Theme: Spotlight on the Evol… https://t.co/gPHqNAGlbc"
"1300","scarlet monahan","UK",2020-07-27,"Alan 4 Things you must never do. https://t.co/19rWVd25Vw "
"1301","Phil","UK",2020-07-27,"@BBCNormanS @MattHancock @BBCBreakfast 545 health &amp; care workers have died of #COVID19

Just 19 families of health… https://t.co/cIxuUlfVJk"
"1302","OxfordBusinessGroup","UK",2020-07-27,"How has #Covid19 impacted connectivity demand and trends? Al Panlilio, President and CEO, Smart Communications; and… https://t.co/tGrgZulINC"
"1303","SkyNews","UK",2020-07-27,"Boris Johnson has announced a range of measures to encourage the nation to lose weight to help beat "
"1304","Adhocs","UK",2020-07-27,"""Making a vaccine quickly is hard enough but distributing one worldwide offers a host of other variables.""… https://t.co/bQZq1pRgqc"
"1305","Keith Kellett","UK",2020-07-27,"Today's "
"1306","Rebecca Cave 🇪🇺 🔶","UK",2020-07-27,"Worth reading if you want to understand the symptoms of "
"1307","John Wright","UK",2020-07-27,"The #Covid19 vaccine race is on, but we need to understand the health beliefs of our communities if we are going to… https://t.co/ysK1MHPlha"
"1308","Minh Alexander","UK",2020-07-27,"Tourism spreads #Covid19. Period. 

#Covid19UK #StayAtHome

https://t.co/tDKr3YScZV"
"1309","Beverley Travel","UK",2020-07-27,"Adapting to travel in the ""new normal"" can be daunting. Turning to your local travel agent for advice can be the mo… https://t.co/UIAQDIfjhk"
"1310","UNSW Medicine","UK",2020-07-27,"You might question why you need to wear a #FaceMask while others don’t.

@UNSW Medicine's Dr @hollyseale explains t… https://t.co/6z1zMv7KXY"
"1311","thinkitsayit","UK",2020-07-27,"Meanwhile idiot Tories in the UK think it's fine to sit all day in an enclosed office without facemasks.. despite t… https://t.co/zyPGmb2wdi"
"1312","Ian J Brown","UK",2020-07-27,"@lewis_goodall Real issue is mixed messaging from "
"1313","Minh Alexander","UK",2020-07-27,"Whilst Johnson et al try to make UK workers return to the office to prop up corporate interests &amp; city centre prope… https://t.co/bDb9I0HDTT"
"1314","Naved Baloch","UK",2020-07-27,"Protests on July 26 on the "
"1315","Herne Hill Festival","UK",2020-07-27,"With much regret, Herne Hill Music Festival announces that its 2020 Festival is CANCELLED.

This is due to too much… https://t.co/C1sWi9y8kV"
"1316","Pearl Jam UK","UK",2020-07-27,"In the era of COVID 19 safety is absolutely everything. To help with this, we now have handmade, hand-stitched face… https://t.co/JfUbLDll5C"
"1317","Minh Alexander","UK",2020-07-27,".@pcs_union opposes politically motivated pressure from Number 10 for civil servants to return to offices &amp; calls f… https://t.co/egqAqfQpuQ"
"1318","scarlet monahan","UK",2020-07-27,"Alan 4 Things you must never do. https://t.co/19rWVd25Vw "
"1319","Martin Holt 🏳️‍🌈","UK",2020-07-27,"Reflecting on the #HIV community-led response, @MacgibbonJames and @anthonykjsmith discuss how the #COVID19 respons… https://t.co/lmw3OT0BoC"
"1320","Pearl Jam UK","UK",2020-07-27,"In the era of COVID 19 safety is absolutely everything. To help with this, we now have handmade, hand-stitched face… https://t.co/nTW52Dw9B4"
"1321","Fausto Belo Ximenes","UK",2020-07-27,"With #Covid19, countries are at a high risk of backsliding on their human development progress. #TimorLeste made so… https://t.co/7xWOsnz7ar"
"1322","Minh Alexander","UK",2020-07-27,"US &amp; Spanish research suggests that due to undocumented/ untested symptomatic &amp; undetected asymptomatic cases, the… https://t.co/rr6R9toqq9"
"1323","People Development","UK",2020-07-27,"10 Ways Life Must Change After COVID19  "
"1324","UNSW Medicine","UK",2020-07-27,"It's been a big weekend for the @Globalbiosec #FaceMasks video! 😷

The original was only 24 secs, so here's the FUL… https://t.co/Su5HqhITNb"
"1325","Pulsus Conferences","UK",2020-07-27,"7th International Conference on Global Healthcare
February 26-27, 2021 | Vienna, Austria

Visit:… https://t.co/x6vUashrI7"
"1326","Aine Hillbilly","UK",2020-07-27,"@engagedpractx Scary. 

How do we get accurate data? 

@Kavanagh_AM @NDIS @DisabilityHlth @VicGovDHHS @DavidmNDS 

#COVID19 #COVIDVic"
"1327","scarlet monahan","UK",2020-07-27,"Boris Johnson and Dominic Cummings "
"1328","𝕔𝕠𝕣𝕣𝕖𝕫𝕡𝕠𝕟𝕕 🏳️‍🌈 🏳️‍🌈 😷","UK",2020-07-27,"@bruce_haigh @Jillwrite Waiting to see this unelected secret commission held accountable by credible journalists su… https://t.co/YhDmYOkXBa"
"1329","planarTECH","UK",2020-07-27,"DON’T MISS!! AMPT panel discussion featuring our Chairman, @RayGibbs3, “Can Advanced Materials Help COVID-19 Pandem… https://t.co/iE07DrMtuW"
"1330","𝕔𝕠𝕣𝕣𝕖𝕫𝕡𝕠𝕟𝕕 🏳️‍🌈 🏳️‍🌈 😷","UK",2020-07-27,"@QandA @RadioNational Why do you think with limited experience in Economics that you have any qualifications or cre… https://t.co/7Kw3r0fGkX"
"1331","AsianFoodHub","UK",2020-07-27,"Indian restaurant wins AA virus safe award after implementing Covid commandments. "
"1332","StemcellCongress2020","UK",2020-07-27,""
"1333","HighlandRocket","UK",2020-07-27,"Damn this FB group for nurses is DARK! "
"1334","刃先","UK",2020-07-27,"@khanjarjutsu @faisal_0j doesn't iraq have like, i do not know, Iraq 107573 cases of #COVID19  ?"
"1335","Mark in Bangkok","UK",2020-07-27,"I thought my nasal passages might get used to #COVID19 swab tests.

Nope, if anything worse every time. Hopefully t… https://t.co/tdeG89q1wu"
"1336","scarlet monahan","UK",2020-07-27,"Boris Johnson and Dominic Cummings "
"1337","cranage","UK",2020-07-27,"#COVID19 #suetrump #MakeAmericaGreatAgain #TrumpIsUnwell  #FloridaCovidEpicenter #Trump2020LandslideVictory ,Americ… https://t.co/ya2Yh3gxGw"
"1338","@zero_time","UK",2020-07-27,"India's COVID tally cross 14 Lakhs mark with 708 deaths &amp; highest single-day spike of 49,931 cases reported in last… https://t.co/iCAtCCd9oR"
"1339","scarlet monahan","UK",2020-07-27,"Boris Johnson and Dominic Cummings "
"1340","Susan Michie","UK",2020-07-27,"This point is important. Valves in "
"1341","Dan Peña","UK",2020-07-27,"As they say, ""From Chaos Comes Order"". Even with the #coronavirus #covid19 pandemic - Dan believes this is a perfec… https://t.co/htilVZ35Cq"
"1342","Pitt Martin","UK",2020-07-27,"https://t.co/RC9UPZBPu6 Proactive "
"1343","pandorasbox207","UK",2020-07-27,"Was live on Instagram 25/07/2020🌻🌻🌻🦋🦋🦋🌟🌟🌟🌟"
"1344","Sally Forsstrom","UK",2020-07-27,"Things Abandoned During "
"1345","Darryl Ellis","UK",2020-07-27,"@janisfrayer @NBCNews @MSNBC @NBCNewsNow #Trump must be thinking wow how good is this, ignore the 150,000 deaths fr… https://t.co/Tkm2yJOsAZ"
"1346","Jyoti Baharani “wash your hands & mask up”","UK",2020-07-27,"#PD for #AKI in #COVID19 - New York experience @KIReports

 https://t.co/ZfEc2egDwz"
"1347","Calum Fairweather","UK",2020-07-27,"Face masks, social distancing, contact tracing, who gives a shit?! 😂😂 #COVIDIOTS #CoverYourFace #coronavirus… https://t.co/sp4F2WaqnP"
"1348","Stag & Rose Court Patient Support Group","UK",2020-07-27,"⚠️ Please be kind, not everyone can wear a face covering. If you, or anyone you know cannot manage to wear one, cli… https://t.co/4G48LFZLcD"
"1349","CAN’T FRACK THIS UP","UK",2020-07-27,"Frankly this Black Lives Matter Rally business is really pissing me off. I’ve done what I can to help support indig… https://t.co/15G8EEBAbM"
"1350","Ben McLaughlin","UK",2020-07-27,"Baker McKenzie have advised Afterpay on a successful AUD1.05 billion capital raising, propelling the fintechs firm… https://t.co/vlrekg4Lu6"
"1351","Sally Forsstrom","UK",2020-07-27,""
"1352","Carl Jose ✊🏾🇬🇧🇯🇲","UK",2020-07-27,"Wtf happened to @LCFC they were so dangerous before #COVID19 &amp; now they've slipped up so badly

They should be in t… https://t.co/pw8U1qPbaX"
"1353","JetBlast&Maintenance","UK",2020-07-27,"Fight against second lockdown.  
New ‘fogging’ disinfecting process
Let's avoid a Leicester style lockdown!!… https://t.co/YiwCBQ6VZF"
"1354","Matt Ellison","UK",2020-07-27,"#VirtualEvents 

There’s no need to postpone your event. An online talk is just as #successful &amp; #inspirational, &amp;… https://t.co/6wNGk8JdzL"
"1355","Service","UK",2020-07-28,"Media challenges in #COVID19 @BBCBreakfast @GMB . You gave a date to re-open businesses and wear masks, why so slow… https://t.co/AoeDS4HVHF"
"1356","LSE Cities","UK",2020-07-28,"This Thursday, @BURDETTR speaks at Global Cooperation against #COVID19 organised by @ProBogotaRegion and… https://t.co/ASjXuj3Eei"
"1357","Eastern Fire Brigades Union","UK",2020-07-28,"16 year firefighter Jose M. Perez from Los Angeles has been killed by #COVID19

Our deepest condolences to our fire… https://t.co/jWr5t2jA8a"
"1358","BBC Radio 5 Live","UK",2020-07-28,"🗣️ ‘We think the future is not about massive lockdowns…’

@WHO Special Envoy on #COVID19, Dr @DavidNabarro talks to… https://t.co/FnN8Wa2o4U"
"1359","Michelle Sharples","UK",2020-07-28,"Go out for woodland walks and take in that wonderful oxygen rich air. Good respiratory health is a protective facto… https://t.co/ZtUmOHE4yV"
"1360","NorfolkSAB (NSAB)","UK",2020-07-28,"GREAT new guide on Best Interests Decisions in context of "
"1361","BradfordBD6","UK",2020-07-28,"Wow. What a woman "
"1362","David Awfulbot","UK",2020-07-28,"Where can I find a black person to help me wash my hands? "
"1363","🍖 Gammon & Chips 🍟","UK",2020-07-28,"The latest reaction to the quarantine if youve come back from Spain, just goes to prove what a bunch of spoilt, sel… https://t.co/DuzXe8S9bP"
"1364","Odianose Dom Matthew","UK",2020-07-28,"https://t.co/3GJa5Xqnw0

This may need 2 be verified by WHO. President Trump gave a 👍 2 this medication b4.

questi… https://t.co/dEYmIQuFLo"
"1365","Sustain Health Magazine","UK",2020-07-28,"After months of Zoom calls at the kitchen table, many workers in the UK and Ireland are preparing to pack up their… https://t.co/LRNfqOLtYx"
"1366","Latimer Appleby","UK",2020-07-28,"I thought this was a misprint...after all we're nearly through July.

Then I read on.

July 2021.

#workingfromhome… https://t.co/yUQJXNpDt4"
"1367","Carol Hulme","UK",2020-07-28,"@AvonandsomerRob @Carter7Raymond I don’t think so. "
"1368","NAPICU","UK",2020-07-28,"Latest Paper from the NAPICU Journal

Tackling the unseen virus at the unseen frontier
https://t.co/qdbLG9KLJI… https://t.co/Irv6LWpTKr"
"1369","Andrea Mancini Lloyd","UK",2020-07-28,"Finally go to bed early only to wake up with toothache, does anyone know if dentists in North Wales are treating ye… https://t.co/QHgliLhC72"
"1370","Crochendy Bethesda","UK",2020-07-28,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/m5UNYXfYwL"
"1371","Andrew Henderson","UK",2020-07-28,"@talkSPORT @BBCSport Warner Brothers have just released the trailer for DUMB and DUMBER 2 . It’s a must watch for a… https://t.co/8VPemMfRLG"
"1372","havebike","UK",2020-07-28,"More exciting news reported in thetimes today - cycling is a great way to tackle obesity which increases the risks… https://t.co/jduu6LiavY"
"1373","Dil Joshi","UK",2020-07-28,"Sign and share the new PCS petition for fair pay for UK government workers. https://t.co/8kErSZAFry

#PCS 
#Pay… https://t.co/Q2DwSSA2Ep"
"1374","Susan Eacock ❤️Boris","UK",2020-07-28,"@OirishPatrick @jimmy_1975 I would love a holiday too after the last awful six months I’ve had but no way would you… https://t.co/hifkg8xywe"
"1375","Esther chesterman","UK",2020-07-28,""
"1376","Univadis UK","UK",2020-07-28,"The Scottish Government has extended the testing eligibility for young children. From 22 July 2020, children aged l… https://t.co/v3KMMUgGr7"
"1377","Jo Levine","UK",2020-07-28,"Personally I think it is too early to go on #Holiday , not in the least bit sorry for #Brits who have to… https://t.co/KlbGr3Pdiw"
"1378","Mortuary & Funeral Home Supplies","UK",2020-07-28,"Thankyou to all the #funeral directors, hospitals &amp; funeral professionals throughout the UK &amp; Ireland for your valu… https://t.co/Mq31GWJMvi"
"1379","Billy McGranaghan","UK",2020-07-28,"Dad's House #foodbank in Elephant and Castle.
Helping so many #dads #mums #families who need practical support espe… https://t.co/BY3E25Ynrc"
"1380","Big Cheese","UK",2020-07-28,"I think @DaneRingo is tired!! "
"1381","scarlet monahan","UK",2020-07-28,"WARNING. Health hazard "
"1382","june carlile","UK",2020-07-28,"1st train to Aberdeen this morning @ScotRail needs a "
"1383","This Is Madness","UK",2020-07-28,"Funny how if you read any health and immunity related article or book from before 2020, they talk of vitamins, exer… https://t.co/Md9YfOhtfo"
"1384","Royal Academy of Engineering","UK",2020-07-28,""
"1385","OxfordBusinessGroup","UK",2020-07-28,"How has #Myanmar responded to the #Covid19 pandemic? 

Download our latest Covid-19 Response Report, produced in pa… https://t.co/znN3mjE8a3"
"1386","Mick Brown","UK",2020-07-28,"The "
"1387","fieldandlawn","UK",2020-07-28,"Great to get this structure completed for Hermes delivery services. 

#socialdistancing #safeworking #business… https://t.co/S4pUtU3OyL"
"1388","Rikke Giertsen","UK",2020-07-28,"""Emerging""? 
More like ""Welcome to the club, the West"". 
It took half a million deaths for the West to realise why… https://t.co/Jwo5mbX1AH"
"1389","Neil Chadborn","UK",2020-07-28,"@kaumee @BethanyrGolding @NewellFrances @iamSaira Would be good to capture &amp; include in ‘what we have learnt’ from… https://t.co/O9wRNRInUq"
"1390","Bill McCallon","UK",2020-07-28,"Medtech companies have experienced more regulatory changes in the last two years than in the last 20. 
How the Role… https://t.co/0hFynk6Xle"
"1391","Owen Espley","UK",2020-07-28,"New Research on the 'low pay capital of the uk' &amp; trade union responses highlights how we can "
"1392","𝗖𝗛𝗜𝗔𝗥𝗔 𝗣𝗘𝗥𝗘𝗭","UK",2020-07-28,"China gold consumption plunges in first half, but shows signs of recovery in second quarter.

D.M me for more Info.… https://t.co/OnQ07YjtQA"
"1393","J. M. LeCornu","UK",2020-07-28,"Overnight I dreamt I'd forgotten my face mask as I got to the shops.

So, this is the start of the mask nightmares.… https://t.co/bjhFvVjuyO"
"1394","Hannah Postgate","UK",2020-07-28,"@CyngorGwynedd Bins in Borth-y-Gest not emptied enough. Seagulls a real problem. Please provide additional ‘Summer… https://t.co/pgZFniTS8Z"
"1395","Gom Schoolbag","UK",2020-07-28,"*""The Government said I could go to Spain, I contracted coronavirus and spent 3 weeks in ICU"". 
*future headline if… https://t.co/HuocjaZDO8"
"1396","iamjdudge","UK",2020-07-28,""
"1397","Diocese of Worcester","UK",2020-07-28,"Workplace Chaplains have continued to support those at work during the #COVID19 lockdown, and, where they can, are… https://t.co/Yle9Qn0rn9"
"1398","Billy Donohoe","UK",2020-07-28,"Full @British_Airways Financial Report – explained. Why there is no need to ‘fire and rehire’ the workforce. BA is… https://t.co/fJVOimDNtO"
"1399","Gabriel Ⓥ","UK",2020-07-28,"@ILoveMCR @manarndale Christmas shopping! Well there's a crash waiting to happen if ever there was one. "
"1400","Justin Morris","UK",2020-07-28,"As you lead your teams through the challenge of working during #COVID19, their #MentalHealth is just as important a… https://t.co/tLmKpTdIb5"
"1401","TweazleMakes","UK",2020-07-28,"Morning "
"1402","Science Magazine","UK",2020-07-28,"Scientists have engineered the spike protein of the "
"1403","IanBroughall","UK",2020-07-28,"FULL #COVID19 Cover ✅

Emirates has become the first airline to offer free #COVID19 insurance as it tries to get pe… https://t.co/v1LJrViFQX"
"1404","💧Susan Israel🧼😷","UK",2020-07-28,"@Gunsinaustralia @BOConnorMP Call me a Pandemic Pollyanna but I think that we need to tackle all of the above. We n… https://t.co/FRfQ8XbLgz"
"1405","Lucy Lydia 🍵🍃🙏🏽","UK",2020-07-28,"Good to see some Doctors speaking up on this "
"1406","Peninsula","UK",2020-07-28,"📍 Join our webinar focused on protecting your business during #COVID19 📍 
⏰11th August 2020 @ 12:00pm

Topics cover… https://t.co/JxjwPvWQqB"
"1407","@projectsrh","UK",2020-07-28,"The closing of "
"1408","NEAS","UK",2020-07-28,"Coronavirus can spread by droplets from coughs, sneezes and speaking.

This is why social distancing, regular hand… https://t.co/BUWpdPf9Sy"
"1409","Mercer UK","UK",2020-07-28,"While most workers are willing to try #telehealth, utilisation to date has been low. @NPassmore1 explains the criti… https://t.co/rEvpuwtlLV"
"1410","Evolve Psychotherapy","UK",2020-07-28,"#Meditation #Covid19 'Focus on your breath' 🙏🏻
Try and gently notice the fear. 
To feel it. 
To acknowledge it. 
To… https://t.co/u6qSp7mjqZ"
"1411","Maeve","UK",2020-07-28,"Several countries around the world already prescribe it as a prophylactic or an early stage cure. 

#COVID19… https://t.co/53hlNaoQTL"
"1412","MindShift Podcast","UK",2020-07-28,"Back in medieval Europe, many Christians blamed the Jews for being responsible for the plague, and brutally persecu… https://t.co/KF1kUSpjzd"
"1413","Wheels of Wellness","UK",2020-07-28,"Wheels of Wellness CrowdFunder Plea https://t.co/RgkrIFOXF1 via @YouTube . Please watch and donate to support at… https://t.co/C77qwyW8q1"
"1414","Dr Mat Hunt","UK",2020-07-28,"@IDLife_BCDurbin @StickmanBleedin You need to multiply the chances of surviving "
"1415","Maeve","UK",2020-07-28,"It works. It's dirt cheap too.

#Hydroxychloroquine 
#COVID19 https://t.co/3dUecRlU3l"
"1416","Bus Users Oxford","UK",2020-07-28,"@buswonker86 @Stagecoach_West @SwanbrookBus @Stagecoach_Ox With its new liveries @stagecoachgroup is phasing out th… https://t.co/CJCq8VoPFt"
"1417","Paul Watson","UK",2020-07-28,"I’d put money on those complaining about the decisive nature of the change of policy relating to people travelling… https://t.co/qf0ijKBC0q"
"1418","Radio News Hub","UK",2020-07-28,"The biggest test yet of an experimental #COVID19 vaccine has got underway in the US.
https://t.co/OrmHkhBYjb https://t.co/Ok8YmOHK80"
"1419","Michela Ferraro-Cuda","UK",2020-07-28,"Overrated #Bocelli felt “humiliated and offended during #lockdown”, though he showed off during it, as a testimonia… https://t.co/bslT6BovhI"
"1420","VoxEU","UK",2020-07-28,"“The vast majority of firms have been negatively affected by "
"1421","openDemocracy NAWA","UK",2020-07-28,"In the Arab region, #COVID19 serves as a wake-up call, highlighting the need to view shelter and other domestic vio… https://t.co/P5RIwmmSrH"
"1422","Bouncing Now","UK",2020-07-28,"The aim of this #Blether is to understand their experiences of learning at home; what they’ve enjoyed, what they ha… https://t.co/TeqvBNpZfC"
"1423","farhan rafik","UK",2020-07-28,"Click and watch the video and subscribe my YouTube channel👇👇
.
https://t.co/HjayEfP0yg
.
.
.
#AnthonyWalker… https://t.co/89hB1MBwrJ"
"1424","Abdallah Al-Mohammad","UK",2020-07-28,"Another interesting paper from Germany @JAMACardio based on cMR on 100 pts around 70 days after "
"1425","Robin Dennerley","UK",2020-07-28,"@georgiecrozier @DanielAndrewsMP True to form @GeorgieCrozierMP
 blaming everyone else for the current #COVID19 sit… https://t.co/GeJcuyEiys"
"1426","Jyoti Baharani “wash your hands & mask up”","UK",2020-07-28,"In Symptomatic, nonhospitalized adults with laboratory-confirmed #COVID19 or probable disease and high-risk exposur… https://t.co/jZ1gUNcPUJ"
"1427","Kristein_turner","UK",2020-07-28,"#ClinicalImmunologyMeet2020 #Webinar 
How Immune System respond to #pathogens  
#Immunity: A Major Weapon 
Who is a… https://t.co/TONLPTpCs4"
"1428","Abdallah Al-Mohammad","UK",2020-07-28,"Interesting PM study from Germany @JAMACardio showing in 39 cases of "
"1429","susan banki","UK",2020-07-28,"Here's an article about "
"1430","Andrew Black","UK",2020-07-28,"🧔🏻 Next on #bbcgms business news

🚌 Falkirk bus builder Alexander Dennis cutting 650 jobs amid #coronavirus 

💷 The… https://t.co/ryobdZ0EQp"
"1431","Susan Michie","UK",2020-07-28,"Not understanding nor investing in the study of "
"1432","Steve Raw","UK",2020-07-28,"@AdultsNeedHelp2 @AutieTaughtie @a_brick_house @SENwarriormum @LisaL_SEND @autcareandshare @JoyceRaw1 @loy_chung… https://t.co/7pP7BgXASl"
"1433","#IamEuropean Fred - Brexit, le fin de l’époque","UK",2020-07-28,"An alarming article.  The politicisation of "
"1434","BIC Immigration","UK",2020-07-28,""
